1294047084037|1286002364765|7|343597384772|1294047084037|41.216.238.101|Internet Explorer|thanks|6|8796093022235|2|343597384765|-1|
1294058279109|1278157930098|7|343597384769|1294058279109|213.35.183.209|Chrome|thanks|6|4398046511106|13|343597384765|-1|
1294061370825|1280659687191|7|343597384766|1294061370825|196.201.224.189|Internet Explorer|right|5|6597069766701|83|343597384765|-1|
1294063302752|1282164130705|7|343597384778|1294063302752|213.55.104.35|Chrome|fine|4|6597069766692|76|-1|343597384771|
1294069636161|1283798254594|7|343597384829|1294069636161|46.235.176.223|Chrome|no|2|6597069766667|77|343597384827|-1|
1294069793240|1287294840602|7|343597384832|1294069793240|41.188.36.111|Internet Explorer|About James Monroe, was easily elected president in 1816, winnAbout Augusto Pinoche|83|8796093022220|84|343597384827|-1|2997;9329
1294075140131|1276997338974|7|343597384831|1294075140131|199.103.114.33|Internet Explorer|About Bill Gates,  Craig Mundie, chief research and strategy officer. GateAbout James Monroe, d later by the Pa|111|4398046511112|107|343597384827|-1|2950;2997
1294083428777|1281215395155|7|343597384774|1294083428777|46.30.174.108|Internet Explorer|great|5|6597069766681|81|343597384765|-1|
1294104749783|1270089169202|7|343597384776|1294104749783|89.19.15.175|Firefox|duh|3|2199023255565|105|-1|343597384771|
1294109945940|1281673313260|7|343597384830|1294109945940|78.41.125.57|Chrome|About Fidel Castro,  accused him of being a dictator whose authoritarian administratio|86|6597069766672|32|343597384827|-1|458
1294115578981|1283798254594|7|343597384775|1294115578981|62.77.141.154|Chrome|roflol|6|6597069766667|79|-1|343597384771|
1294116024606|1285368309786|7|343597384767|1294116024606|204.152.14.76|Internet Explorer|About Yemen, rpet. Most Yemenite Jews now live in Israel, with some others in the|81|8796093022252|28|343597384765|-1|9185
1294119459093|1271630504770|7|343597384779|1294119459093|27.131.251.45|Internet Explorer|no way!|7|2199023255555|51|-1|343597384767|
1294121352249|1279576486575|7|343597384828|1294121352249|46.47.83.89|Firefox|maybe|5|4398046511127|7|343597384827|-1|
1294127836362|1281215395155|7|343597384773|1294127836362|118.107.107.109|Internet Explorer|About Claude Debussy, ns one of the most famous and influentiaAbout Yemen, en'|78|6597069766681|58|-1|343597384767|6449;9185
1294128436778|1271630504770|7|343597384777|1294128436778|113.52.46.248|Internet Explorer|great|5|2199023255555|58|-1|343597384773|
1294128871383|1286249342147|7|343597384768|1294128871383|31.177.99.132|Chrome|LOL|3|8796093022248|45|-1|343597384767|
1294129398674|1279722748150|7|343597384781|1294129398674|46.23.86.225|Chrome|About Claude Debussy, 22 August 1862 – 25 March 19About Yemen, ews, as most other |82|4398046511147|89|-1|343597384773|6449;9185;11774
1294129814922|1287294840602|7|343597384780|1294129814922|31.24.38.95|Internet Explorer|About Venus Williams, ough the 2001 US Open, Williams won four About Yemen, logic|81|8796093022220|107|-1|343597384773|3009;9185
1294131682642|1287191080164|7|343597384770|1294131682642|209.45.0.86|Internet Explorer|fine|4|8796093022246|91|-1|343597384767|
1294139132031|1292323297510|7|343597384784|1294139132031|31.216.45.135|Chrome|About Haile Selassie I, d Nations, and his politicaAbout Claude Debussy, ins one|80|10995116277795|45|-1|343597384773|561;6449;9185
1294153185209|1271389874078|7|343597384833|1294153185209|200.93.244.11|Internet Explorer|ok|2|2199023255574|47|-1|343597384830|
1294165169298|1278157930098|7|343597384782|1294165169298|193.189.148.202|Chrome|roflol|6|4398046511106|18|-1|343597384781|
1294186227061|1285373931149|7|343597384783|1294186227061|190.14.199.133|Firefox|ok|2|8796093022239|34|-1|343597384767|
1294377959267|1281673313260|7|343597384752|1294377959267|183.177.104.63|Chrome|yes|3|6597069766672|27|343597384749|-1|
1294385497764|1285368309786|7|343597384751|1294385497764|222.165.139.93|Internet Explorer|About Mauritius, , Chinese and French. The first European explorers found no indigenous |88|8796093022252|100|343597384749|-1|9252
1294393365876|1270089169202|7|343597384842|1294393365876|46.30.0.121|Firefox|ok|2|2199023255565|50|343597384834|-1|
1294393512308|1270089169202|7|343597384837|1294393512308|200.13.167.160|Firefox|yes|3|2199023255565|12|343597384834|-1|
1294412732619|1287294840602|7|343597384835|1294412732619|148.241.217.5|Internet Explorer|About James Monroe, i embroiled the country in 1820. NonethAbout Republic of|76|8796093022220|53|343597384834|-1|2997;11286
1294418717121|1268951057359|7|343597384840|1294418717121|196.192.82.176|Safari|roflol|6|41|26|343597384834|-1|
1294422868562|1292190036211|7|343597384750|1294422868562|31.159.66.105|Safari|thx|3|10995116277809|81|343597384749|-1|
1294424090208|1292190036211|7|343597384838|1294424090208|31.193.1.148|Safari|About James Monroe, on with a musket ball to his shoulder. AfAbout Norway, n Area|81|10995116277809|107|343597384834|-1|2997;7567
1294424829549|1281215395155|7|343597384843|1294424829549|190.184.124.240|Internet Explorer|yes|3|6597069766681|30|-1|343597384838|
1294438345906|1282164130705|7|343597384844|1294438345906|41.86.10.251|Chrome|good|4|6597069766692|21|-1|343597384835|
1294439143565|1285373931149|7|343597384839|1294439143565|190.235.168.137|Firefox|About Echoes: The Best of Pink Floyd, e United Kingdom on 5 November 2001 and t|79|8796093022239|91|-1|343597384838|5841
1294440000951|1281434603250|7|343597384836|1294440000951|91.208.26.55|Internet Explorer|fine|4|6597069766656|13|-1|343597384835|
1294440169276|1276847458297|7|343597384846|1294440169276|77.235.250.172|Chrome|roflol|6|4398046511136|101|-1|343597384839|
1294456869751|1281215395155|7|343597384845|1294456869751|62.240.54.107|Internet Explorer|cool|4|6597069766681|22|-1|343597384835|
1294498867065|1277999837025|7|343597384841|1294498867065|81.22.107.197|Firefox|cool|4|4398046511133|105|-1|343597384839|
1294784083918|1287610598635|7|343597384950|1294784083918|41.190.229.138|Internet Explorer|About Isabella I of Castile, ence that extended wAbout Bing Crosby, laying the|78|8796093022238|90|343597384942|-1|1771;2824;7022;9192
1294784274048|1283481972785|7|343597384954|1294784274048|87.252.249.175|Internet Explorer|right|5|6597069766660|63|-1|343597384950|
1294786112369|1292323297510|7|343597384951|1294786112369|190.212.89.161|Chrome|ok|2|10995116277795|30|-1|343597384950|
1294786564569|1281673313260|7|343597384944|1294786564569|41.223.198.243|Chrome|right|5|6597069766672|74|343597384942|-1|
1294805780230|1280659687191|7|343597384955|1294805780230|46.227.138.135|Internet Explorer|thx|3|6597069766701|106|-1|343597384950|
1294806166028|1287610598635|7|343597384874|1294806166028|59.104.112.250|Internet Explorer|roflol|6|8796093022238|94|343597384873|-1|
1294807439061|1274891728712|7|343597384949|1294807439061|91.213.241.9|Firefox|great|5|2199023255580|43|343597384942|-1|
1294807537502|1282164130705|7|343597385030|1294807537502|79.176.207.17|Chrome|fine|4|6597069766692|17|343597385015|-1|
1294807622568|1291950051834|7|343597385022|1294807622568|213.55.77.216|Safari|About Isabella I of Castile, nd II of Aragon, brAbout David Lloyd George, 3|75|10995116277793|76|343597385015|-1|1771;2037;2050;2062
1294808695824|1285368309786|7|343597385016|1294808695824|31.207.72.229|Internet Explorer|good|4|8796093022252|107|343597385015|-1|
1294809431113|1271630504770|7|343597385027|1294809431113|103.3.177.252|Internet Explorer|yes|3|2199023255555|103|343597385015|-1|
1294810667335|1285368309786|7|343597385017|1294810667335|14.107.26.56|Internet Explorer|About Joseph McCarthy, e suddenly to national fame in FebruAbout Guinea-Bissau, ry staged a coup and arres|106|8796093022252|1|343597385015|-1|5142;9301;11547
1294810677977|1278157930098|7|343597385018|1294810677977|41.223.5.17|Chrome|good|4|4398046511106|102|-1|343597385017|
1294810902592|1280659687191|7|343597385026|1294810902592|190.53.48.32|Internet Explorer|maybe|5|6597069766701|12|-1|343597385017|
1294811194611|1281673313260|7|343597385019|1294811194611|41.188.88.216|Chrome|cool|4|6597069766672|25|-1|343597385017|
1294813291529|1278737600823|7|343597385037|1294813291529|77.127.22.102|Internet Explorer|ok|2|4398046511105|17|343597385032|-1|
1294813791679|1276997338974|7|343597385035|1294813791679|190.187.33.94|Internet Explorer|good|4|4398046511112|91|343597385032|-1|
1294816678879|1281434603250|7|343597384878|1294816678879|203.81.169.26|Internet Explorer|cool|4|6597069766656|65|343597384876|-1|
1294816778218|1292323297510|7|343597384881|1294816778218|196.28.55.28|Chrome|ok|2|10995116277795|36|343597384876|-1|
1294817231975|1276997338974|7|343597384943|1294817231975|7.120.101.17|Internet Explorer|About Isabella I of Castile, ers of their unitAbout Rihanna, ed States, and prAbo|81|4398046511112|57|343597384942|-1|1771;5116;8939;9064;9192
1294818240236|1280077491119|7|343597384948|1294818240236|213.55.95.180|Firefox|LOL|3|4398046511113|76|-1|343597384943|
1294818327188|1270089169202|7|343597385025|1294818327188|203.81.64.98|Firefox|good|4|2199023255565|65|343597385015|-1|
1294818741719|1268067757516|7|343597385023|1294818741719|2.171.80.164|Internet Explorer|thanks|6|10|50|-1|343597385017|
1294819703791|1285368309786|7|343597385042|1294819703791|85.9.143.154|Internet Explorer|I see|5|8796093022252|46|343597385041|-1|
1294821306013|1269696518717|7|343597385044|1294821306013|41.75.243.179|Firefox|duh|3|48|110|343597385041|-1|
1294823319810|1279576486575|7|343597385009|1294823319810|103.22.164.238|Firefox|About Yasser Arafat,  death remaAbout Isabella I of Castile,  foundationAbout Henry|83|4398046511127|51|343597385001|-1|544;1771;1989;2888;2938;7000;11379;11710
1294824271212|1287610598635|7|343597385002|1294824271212|192.153.120.165|Internet Explorer|About Hernán Cortés, these historicAbout Isabella I of Castile, r the politicaAbou|82|8796093022238|49|343597385001|-1|1768;1771;2034;2938;11710;11717
1294825462458|1276847458297|7|343597384992|1294825462458|112.72.6.47|Chrome|no|2|4398046511136|27|343597384991|-1|
1294825804731|1270089169202|7|343597385024|1294825804731|197.220.16.37|Firefox|yes|3|2199023255565|110|343597385015|-1|
1294828419430|1278780293772|7|343597385014|1294828419430|186.28.94.225|Safari|thx|3|4398046511151|70|-1|343597385002|
1294828798185|1279722748150|7|343597384939|1294828798185|175.106.57.199|Chrome|About Count Basie, e songs were One O'Clock Jump, About For the Love of Money, t in spring|90|4398046511147|59|343597384937|-1|2905;9503;11395
1294829597459|1276013897047|7|343597385008|1294829597459|196.192.44.194|Firefox|cool|4|4398046511123|84|-1|343597385002|
1294830686671|1278737600823|7|343597385043|1294830686671|109.60.100.22|Internet Explorer|great|5|4398046511105|9|343597385041|-1|
1294831454405|1291950051834|7|343597385012|1294831454405|200.10.205.47|Safari|cool|4|10995116277793|30|343597385001|-1|
1294832282062|1275133291109|7|343597385031|1294832282062|161.132.224.3|Firefox|About Nikita Khrushchev, is way up the Soviet hierarchy. He supAbout Niger|74|4398046511109|91|-1|343597385017|5115;9061
1294833213140|1271389874078|7|343597385047|1294833213140|190.112.192.148|Internet Explorer|About Homer, ng and writing that were emulated througAbout Is This It, sed for |79|2199023255574|47|343597385041|-1|6409;7137
1294833368105|1286249342147|7|343597385003|1294833368105|196.3.106.35|Chrome|maybe|5|8796093022248|11|343597385001|-1|
1294835802549|1271630504770|7|343597385034|1294835802549|27.152.228.214|Internet Explorer|duh|3|2199023255555|1|343597385032|-1|
1294837394542|1283798254594|7|343597384924|1294837394542|213.150.107.188|Chrome|About Galileo Galilei, his heresy,About Isabella I of Castile, g conversioA|75|6597069766667|83|343597384922|-1|1187;1771;2795;2817;6414;12119;12363
1294838667317|1286002364765|7|343597384911|1294838667317|41.190.229.90|Internet Explorer|great|5|8796093022235|90|343597384908|-1|
1294838945524|1285368309786|7|343597384930|1294838945524|190.41.72.206|Internet Explorer|yes|3|8796093022252|91|343597384928|-1|
1294839046897|1269696518717|7|343597384932|1294839046897|42.1.60.52|Firefox|About Isabella I of Castile, s for the unification of About Marilyn Monroe,  In 1999, Monroe was rankAbout John Coltrane, n jazz and later was at|145|48|85|343597384928|-1|1771;2853;2892;9144;9334;11640
1294839501649|1276847458297|7|343597385004|1294839501649|14.192.92.38|Chrome|About Plutarch, ος), c. 46 – 1About Lewis Carroll,  increasing acAbout Roy Orbison,|83|4398046511136|98|-1|343597385002|974;2034;2938;5145;8318;11717
1294840024210|1277999837025|7|343597384884|1294840024210|81.90.154.226|Firefox|About Isabella I of Castile, hind. Her reformAbout Ray of Light, n and Ray of LigAbout Rus|90|4398046511133|80|343597384876|-1|1771;5767;7573;11999;12216;14011
1294840411449|1285368309786|7|343597384958|1294840411449|111.184.204.100|Internet Explorer|LOL|3|8796093022252|94|343597384957|-1|
1294840435729|1286249342147|7|343597384923|1294840435729|59.165.116.144|Chrome|About Muammar Gaddafi, hammad az-Zanati About Desiderius Erasmus, e Praise of Fol|81|8796093022248|0|343597384922|-1|1410;1454;2795;2851;11595
1294841137764|1282343327148|7|343597384925|1294841137764|36.233.142.203|Firefox|thx|3|6597069766674|94|-1|343597384923|
1294841305343|1280659687191|7|343597384947|1294841305343|41.190.231.209|Internet Explorer|ok|2|6597069766701|90|-1|343597384943|
1294842211624|1268067757516|7|343597384961|1294842211624|31.6.74.26|Internet Explorer|About Jim Carrey, ng role in the sketchAbout Francisco Franco, list military rebel|82|10|107|343597384957|-1|295;1759;2829;7513
1294842640905|1286249342147|7|343597385007|1294842640905|46.16.85.249|Chrome|LOL|3|8796093022248|107|-1|343597385004|
1294842815009|1271942531928|7|343597384886|1294842815009|24.30.213.91|Internet Explorer|About Isabella I of Castile,  the politiAbout Ted Kennedy, laws, incluAbou|74|2199023255589|57|-1|343597384884|1771;2898;2917;7573;12216;12469;14011
1294842887255|1286249342147|7|343597384964|1294842887255|193.95.52.192|Chrome|ok|2|8796093022248|104|-1|343597384961|
1294843208208|1270089169202|7|343597384952|1294843208208|120.72.83.163|Firefox|good|4|2199023255565|58|343597384942|-1|
1294843462817|1285368309786|7|343597385006|1294843462817|31.147.9.189|Internet Explorer|About Salvador Dalí, own work, TAbout Isabella I of Castile, d financingAbo|75|8796093022252|9|-1|343597385002|1763;1771;2034;2968;7006;11710;11717
1294843545505|1278448075869|7|343597384909|1294843545505|31.216.186.81|Firefox|About Lou Reed, the years since itsAbout Commonwealth of England, May 1649. ExecutiveAbout|90|4398046511146|6|343597384908|-1|2869;5058;5108;5114;12203
1294844074006|1270089169202|7|343597385039|1294844074006|31.149.79.45|Firefox|About Woody Guthrie,  associated with UAbout Haiti, meless. The countrAbout Your Song,|86|2199023255565|89|343597385032|-1|3068;6408;6894;7570;11744
1294844424352|1286249342147|7|343597385040|1294844424352|41.73.164.112|Chrome|duh|3|8796093022248|102|-1|343597385039|
1294844813963|1271389874078|7|343597384912|1294844813963|195.20.151.195|Internet Explorer|About Paul Hindemith, d conductorAbout Lou Reed,  Side, althAbout Commonwealth of|81|2199023255574|13|-1|343597384909|809;2869;5058;5108;5114;7505;9076;12203
1294845023444|1274891728712|7|343597384913|1294845023444|61.4.69.146|Firefox|thanks|6|2199023255580|65|-1|343597384909|
1294846385061|1292323297510|7|343597384885|1294846385061|58.146.241.241|Chrome|About Muhammad Ali Jinnah, kistan, and according tAbout Marilyn Monroe, nces in The Asphalt JunAbout Russia, man spaceflight. The RuA|133|10995116277795|98|-1|343597384884|1505;2853;7573;11628;12216;14011
1294847644800|1274891728712|7|343597384959|1294847644800|101.78.11.164|Firefox|About Brian Mulroney, n Accord. Prior About Isabella I of Castile, ormous debt her About Elvis Costello,  Costello's lyri|121|2199023255580|19|343597384957|-1|290;1771;2009;3062;6293;6978;7513;9265
1294847841868|1292190036211|7|343597385033|1294847841868|89.123.98.57|Safari|good|4|10995116277809|95|343597385032|-1|
1294849199897|1282343327148|7|343597384877|1294849199897|109.68.236.155|Chrome|About Isabella I of Castile,  to the lowest itAbout William Morris, inated-style |81|6597069766674|46|343597384876|-1|1771;2076;7573;11642;11999
1294849401967|1285906820663|7|343597385029|1294849401967|109.74.35.23|Chrome|About Joseph McCarthy, which Cold War tensions fueled fears of widesAbout Douglas Adams,  as a BBC radio comedy before developing int|133|8796093022215|109|-1|343597385017|5142;7596;11752
1294849458641|1278448075869|7|343597384880|1294849458641|186.0.152.187|Firefox|About The Sickness,  in 1999 and released on MAbout European Coal and Steel |76|4398046511146|61|-1|343597384877|5219;9075;9313
1294850217962|1286249342147|7|343597384963|1294850217962|213.55.82.177|Chrome|great|5|8796093022248|76|-1|343597384961|
1294851325518|1278448075869|7|343597385038|1294851325518|31.133.58.164|Firefox|About Francisco Franco,  order to overthrowAbout Miguel de Cervantes, n novel, is a classA|90|4398046511146|106|343597385032|-1|1759;1766;1771;5074;11694
1294853336266|1277999837025|7|343597384993|1294853336266|193.28.254.204|Firefox|maybe|5|4398046511133|13|343597384991|-1|
1294858451178|1268951057359|7|343597385046|1294858451178|41.217.248.86|Safari|right|5|41|110|343597385041|-1|
1294858541984|1280077491119|7|343597384929|1294858541984|194.106.94.29|Firefox|About Nicholas II of Russia, rvant, and the familAbout Isabella I of Castile,|77|4398046511113|24|343597384928|-1|1672;1771;9064;9334
1294858589224|1285783100222|7|343597384933|1294858589224|78.130.227.88|Firefox|duh|3|8796093022222|7|-1|343597384929|
1294860804311|1286002364765|7|343597384879|1294860804311|61.4.65.221|Internet Explorer|fine|4|8796093022235|65|-1|343597384877|
1294860846273|1283798254594|7|343597384945|1294860846273|31.210.186.208|Chrome|cool|4|6597069766667|17|-1|343597384943|
1294861472078|1274891728712|7|343597384910|1294861472078|41.204.68.174|Firefox|great|5|2199023255580|68|-1|343597384909|
1294861561568|1287294840602|7|343597385011|1294861561568|118.88.10.226|Internet Explorer|About Lewis Carroll,  Carroll Society of NortAbout George Washington, volutionary forces captuAbout Roy Orbison, 87 by longtime admirer BAbout Northern Ireland, ial|164|8796093022220|55|-1|343597385004|2034;2788;2938;5145;6154;11717;12024
1294861748229|1271630504770|7|343597385010|1294861748229|89.134.104.155|Internet Explorer|maybe|5|2199023255555|79|-1|343597385004|
1294863392302|1271942531928|7|343597384935|1294863392302|82.151.128.86|Internet Explorer|cool|4|2199023255589|105|343597384928|-1|
1294863470963|1285906820663|7|343597385036|1294863470963|46.16.125.9|Chrome|duh|3|8796093022215|72|343597385032|-1|
1294864320158|1278448075869|7|343597384994|1294864320158|93.159.73.207|Firefox|About Maximilian I, Holy Roman Emperor,  but he alsAbout Lewis Carroll, ity of reseAbout Will.i.am, ony, D|106|4398046511146|9|343597384991|-1|147;2034;3058;3077;5058;5292;9079;9102;9312;9332
1294865081305|1292190036211|7|343597384965|1294865081305|91.212.4.59|Safari|About Francisco Franco, plan for their rebellion. FAbout The Edge of Glory, 2011|80|10995116277809|6|-1|343597384961|1759;7345;7551
1294867528225|1280077491119|7|343597385005|1294867528225|103.2.142.219|Firefox|ok|2|4398046511113|29|-1|343597385004|
1294867669385|1290204368006|7|343597384940|1294867669385|41.86.31.112|Firefox|no way!|7|8796093022232|21|343597384937|-1|
1294868186574|1281673313260|7|343597384995|1294868186574|31.28.10.15|Chrome|ok|2|6597069766672|56|-1|343597384994|
1294869782270|1286002364765|7|343597384953|1294869782270|41.205.47.249|Internet Explorer|About Bing Crosby,  the best-selling recording About Say It Right,  in March 2007. |83|8796093022235|2|-1|343597384950|2824;5186;9506
1294870053756|1283481972785|7|343597384931|1294870053756|14.1.7.127|Internet Explorer|cool|4|6597069766660|52|-1|343597384929|
1294872484618|1285783100222|7|343597384999|1294872484618|204.231.232.188|Firefox|thx|3|8796093022222|107|-1|343597384994|
1294873786357|1281215395155|7|343597385021|1294873786357|60.54.243.209|Internet Explorer|cool|4|6597069766681|85|343597385015|-1|
1294875042059|1268067757516|7|343597384962|1294875042059|27.100.42.17|Internet Explorer|About Jim Carrey, y has received four GolAbout Francisco Franco, ar in Morocco, becomingAbout Janet Jackson, 1991,|114|10|103|-1|343597384961|295;1759;2829;11528;15926
1294877091598|1283798254594|7|343597384916|1294877091598|206.224.55.138|Chrome|About Frederick II, Holy Roman Emperor, Crusade. HAbout Isabella I of Casti|75|6597069766667|34|343597384908|-1|1192;1771;2815;5058;6364;10782;11739;12100
1294878873730|1286002364765|7|343597384917|1294878873730|41.189.64.143|Internet Explorer|yes|3|8796093022235|97|-1|343597384912|
1294879552458|1286249342147|7|343597384996|1294879552458|58.147.134.105|Chrome|ok|2|8796093022248|59|-1|343597384994|
1294879675504|1286249342147|7|343597385020|1294879675504|190.11.120.183|Chrome|great|5|8796093022248|61|-1|343597385017|
1294880024001|1278157930098|7|343597385028|1294880024001|41.190.230.42|Chrome|thx|3|4398046511106|90|343597385015|-1|
1294882116669|1285906820663|7|343597384875|1294882116669|190.99.96.135|Chrome|About Isabella I of Castile, d León. She and her About George Gershwin, r, w|76|8796093022215|47|343597384873|-1|1771;2818;9036;9318
1294882295290|1290204368006|7|343597384946|1294882295290|203.81.170.21|Firefox|roflol|6|8796093022232|65|-1|343597384943|
1294884318232|1279576486575|7|343597384989|1294884318232|170.155.95.16|Firefox|About Isabella I of Castile, o the opening of tAbout Charlie Parker, y harmonic ideas|85|4398046511127|61|343597384982|-1|1771;5129;9242;9479;10541
1294884621846|1276013897047|7|343597384990|1294884621846|31.170.205.119|Firefox|roflol|6|4398046511123|50|343597384982|-1|
1294885870499|1275677665021|7|343597384941|1294885870499|200.10.162.126|Internet Explorer|About Henry IV of France, not, Henry was involveAbout Count Basie, their sound, and o|85|4398046511124|11|343597384937|-1|571;2905;7017;11372
1294886206836|1285368309786|7|343597384997|1294886206836|41.138.94.242|Internet Explorer|no|2|8796093022252|102|-1|343597384994|
1294887136400|1283481972785|7|343597384938|1294887136400|61.216.65.3|Internet Explorer|no|2|6597069766660|94|343597384937|-1|
1294888876903|1271630504770|7|343597384985|1294888876903|24.89.202.167|Internet Explorer|About Isabella I of Castile, , was Queen of CastilAbout John Denver, adult contem|81|2199023255555|66|343597384982|-1|1771;7521;9030;10541
1294889204986|1274891728712|7|343597384998|1294889204986|193.84.183.84|Firefox|About Lewis Carroll, rmation onAbout William Randolph Hearst, edited witAbout Saudi Ara|87|2199023255580|86|-1|343597384994|2034;3077;5185;6692;7396;7681;9102;9312;14137
1294894301123|1292323297510|7|343597384882|1294894301123|24.52.200.201|Chrome|great|5|10995116277795|66|343597384876|-1|
1294896085735|1279576486575|7|343597384983|1294896085735|103.29.63.90|Firefox|thanks|6|4398046511127|100|343597384982|-1|
1294897159607|1268067757516|7|343597384655|1294897159607|190.107.12.24|Internet Explorer|no|2|10|71|343597384650|-1|
1294898014748|1278780293772|7|343597384914|1294898014748|81.17.247.162|Safari|About Paul Hindemith, er 1895 – About Lebanon,  the countAbout Nat King Cole, soft barit|88|4398046511151|37|-1|343597384912|809;5108;5114;5811;6407;7505;9076;10043;11924
1294898117739|1286249342147|7|343597384887|1294898117739|41.188.219.234|Chrome|no way!|7|8796093022248|97|-1|343597384884|
1294899699761|1283481972785|7|343597384883|1294899699761|41.78.182.162|Internet Explorer|ok|2|6597069766660|97|343597384876|-1|
1294904702960|1286002364765|7|343597385045|1294904702960|186.190.187.199|Internet Explorer|yes|3|8796093022235|61|343597385041|-1|
1294905448526|1287610598635|7|343597384988|1294905448526|213.55.90.107|Internet Explorer|no|2|8796093022238|76|-1|343597384985|
1294905859791|1290204368006|7|343597384652|1294905859791|195.38.22.117|Firefox|cool|4|8796093022232|82|343597384650|-1|
1294906082649|1271630504770|7|343597384984|1294906082649|95.180.176.45|Internet Explorer|right|5|2199023255555|38|343597384982|-1|
1294906393167|1292190036211|7|343597384927|1294906393167|199.103.66.19|Safari|maybe|5|10995116277809|107|-1|343597384923|
1294906726478|1278157930098|7|343597384654|1294906726478|88.85.122.135|Chrome|About Hal Roach, merican film and television producer and director, and actor|77|4398046511106|38|343597384650|-1|2966
1294908592328|1291950051834|7|343597384656|1294908592328|212.38.159.31|Safari|LOL|3|10995116277793|18|-1|343597384654|
1294908594547|1279576486575|7|343597384915|1294908594547|79.143.194.174|Firefox|right|5|4398046511127|37|-1|343597384912|
1294913006653|1268951057359|7|343597384976|1294913006653|41.188.106.132|Safari|ok|2|41|25|343597384966|-1|
1294913021216|1283798254594|7|343597384969|1294913021216|196.43.221.10|Chrome|About Isabella I of Castile, rdering convAbout OK Computer, on the UK AlAbout |78|6597069766667|102|343597384966|-1|1771;7008;9095;9195;9245;9285;9294
1294913868534|1281215395155|7|343597384971|1294913868534|190.87.20.11|Internet Explorer|thx|3|6597069766681|12|-1|343597384969|
1294914732651|1268067757516|7|343597384970|1294914732651|46.45.144.127|Internet Explorer|About Miguel de Cervantes, im in the CAbout John Gielgud, olleague SiAbout Ottoman Em|85|10|105|-1|343597384969|1766;2104;5066;7008;9195;9245;9285;13814
