:START_ID(Forum)|:END_ID(Tag)
137438953560|1679
137438953560|1764
137438953560|1954
137438953560|1997
137438953560|2008
137438953560|2014
137438953560|2033
137438953560|2778
137438953560|2795
137438953560|2798
137438953560|2814
137438953560|2831
137438953560|2836
137438953560|2845
137438953560|2880
137438953560|2885
137438953560|2886
137438953560|2894
137438953560|2900
137438953560|2928
137438953560|2957
137438953560|3054
137438953560|4870
137438953560|5119
137438953560|5133
137438953560|5158
137438953560|5163
137438953560|5191
137438953560|6367
137438953560|6961
137438953560|6980
137438953560|6999
137438953560|7582
137438953560|7603
137438953560|8424
137438953560|9319
137438953560|9486
137438953560|10426
137438953560|14610
343597383769|6367
274877907034|14610
274877907035|9319
206158430301|2814
274877907038|294
343597383775|8424
137438953568|574
137438953568|780
137438953568|1032
137438953568|1149
137438953568|1154
137438953568|1182
137438953568|1987
137438953568|2004
137438953568|2784
137438953568|2788
137438953568|2844
137438953568|2879
137438953568|2903
137438953568|2910
137438953568|2916
137438953568|2939
137438953568|3020
137438953568|5440
137438953568|6368
137438953568|6645
137438953568|8481
137438953568|11410
137438953568|12386
137438953568|14216
206158430306|1182
274877907043|2844
274877907044|12386
206158430309|2784
343597383782|1154
206158430311|1524
206158430311|2054
343597383784|1524
343597383785|2054
274877907050|2054
137438953580|283
137438953580|777
137438953580|796
137438953580|801
137438953580|1043
137438953580|1763
137438953580|1940
137438953580|1987
137438953580|2031
137438953580|2058
137438953580|2789
137438953580|2822
137438953580|2963
137438953580|3033
137438953580|3043
137438953580|3075
137438953580|3096
137438953580|5063
137438953580|5085
137438953580|5445
137438953580|5663
137438953580|6133
137438953580|6368
137438953580|6369
137438953580|6545
137438953580|9098
137438953580|11745
206158430317|410
274877907054|59
274877907054|281
274877907054|579
274877907054|590
274877907054|781
274877907054|808
274877907054|1604
274877907054|1766
274877907054|2008
274877907054|2028
274877907054|2795
274877907054|2898
274877907054|3027
274877907054|3038
274877907054|3090
274877907054|5727
274877907054|8637
274877907054|11537
274877907054|12079
111|6
111|974
111|1984
111|2070
111|2118
111|5158
111|6418
111|6945
137438953584|1938
137438953584|5197
206158430323|139
206158430323|294
206158430323|458
206158430323|572
206158430323|590
206158430323|788
206158430323|974
206158430323|1184
206158430323|1401
206158430323|1680
206158430323|1984
206158430323|1985
206158430323|1991
206158430323|1992
206158430323|1994
206158430323|2006
206158430323|2017
206158430323|2023
206158430323|2052
206158430323|2056
206158430323|2058
206158430323|2078
206158430323|2777
206158430323|2783
206158430323|2788
206158430323|2796
206158430323|2797
206158430323|2812
206158430323|2827
206158430323|2836
206158430323|2845
206158430323|2859
206158430323|2872
206158430323|2880
206158430323|2929
206158430323|2943
206158430323|2976
206158430323|3011
206158430323|3022
206158430323|3064
206158430323|3087
206158430323|5163
206158430323|5170
206158430323|5193
206158430323|5699
206158430323|6405
206158430323|6993
206158430323|6999
206158430323|7001
206158430323|7010
206158430323|7522
206158430323|7526
206158430323|7564
206158430323|7570
206158430323|9479
206158430323|9496
206158430323|9760
206158430323|9939
206158430323|10080
206158430323|10322
206158430323|10991
206158430323|11408
206158430323|11557
206158430323|11609
206158430323|12273
274877907060|7570
206158430325|7522
274877907062|9760
206158430327|10991
274877907064|2827
121|6
121|60
121|138
121|252
121|279
121|468
121|565
121|576
121|585
121|588
121|774
121|777
121|782
121|807
121|1030
121|1032
121|1614
121|1760
121|1769
121|2045
121|2069
121|2097
121|2787
121|2794
121|2801
121|2805
121|2808
121|2869
121|2876
121|2951
121|2963
121|2967
121|3009
121|3055
121|3071
121|4844
121|5085
121|5129
121|6385
121|6397
121|6547
121|7547
121|8925
121|9272
121|10037
121|10878
121|12400
121|13487
206158430330|1769
137438953595|4844
274877907068|2869
206158430333|7547
137438953598|2805
137438953599|2963
206158430336|2808
68719476865|1769
274877907074|8925
343597383811|8925
343597383812|1319
343597383812|1452
343597383812|2082
343597383812|2780
343597383812|2787
343597383812|3103
343597383812|9021
343597383812|9486
343597383812|9548
137438953606|9
137438953606|139
137438953606|146
137438953606|416
137438953606|472
137438953606|576
137438953606|578
137438953606|585
137438953606|774
137438953606|778
137438953606|779
137438953606|975
137438953606|978
137438953606|1170
137438953606|1172
137438953606|1181
137438953606|1440
137438953606|1673
137438953606|1989
137438953606|2003
137438953606|2005
137438953606|2010
137438953606|2029
137438953606|2041
137438953606|2043
137438953606|2056
137438953606|2058
137438953606|2080
137438953606|2088
137438953606|2106
137438953606|2107
137438953606|2781
137438953606|2786
137438953606|2792
137438953606|2794
137438953606|2798
137438953606|2801
137438953606|2809
137438953606|2810
137438953606|2823
137438953606|2844
137438953606|2849
137438953606|2854
137438953606|2864
137438953606|2871
137438953606|2889
137438953606|2905
137438953606|2907
137438953606|2930
137438953606|2938
137438953606|2986
137438953606|2997
137438953606|3009
137438953606|3023
137438953606|3024
137438953606|3028
137438953606|3047
137438953606|3053
137438953606|5078
137438953606|5449
137438953606|6405
137438953606|6449
137438953606|6623
137438953606|6989
137438953606|7031
137438953606|7212
137438953606|7396
137438953606|7509
137438953606|7514
137438953606|7597
137438953606|9058
137438953606|9141
137438953606|9209
137438953606|9244
137438953606|12296
137438953606|13796
137438953606|13816
206158430344|2997
206158430345|2905
274877907085|975
274877907086|7212
137438953615|1733
137438953616|1733
206158430353|1733
343597383826|1733
274877907091|1733
206158430356|1733
206158430357|1733
274877907094|1733
274877907095|139
274877907095|470
274877907095|580
274877907095|782
274877907095|1426
274877907095|1985
274877907095|2031
274877907095|2058
274877907095|2777
274877907095|2778
274877907095|2786
274877907095|2836
274877907095|2845
274877907095|2906
274877907095|2943
274877907095|5114
274877907100|284
274877907100|785
274877907100|1375
274877907100|1991
274877907100|2007
274877907100|2782
274877907100|2806
274877907100|2809
274877907100|2814
274877907100|2825
274877907100|2848
274877907100|2869
274877907100|2884
274877907100|2899
274877907100|2951
274877907100|2979
274877907100|2987
274877907100|2989
274877907100|3018
274877907100|3036
274877907100|3069
274877907100|3089
274877907100|3103
274877907100|3108
274877907100|5178
274877907100|5417
274877907100|5456
274877907100|5598
274877907100|5673
274877907100|5766
274877907100|5794
274877907100|5886
274877907100|5947
274877907100|6050
274877907100|6361
274877907100|6363
274877907100|6440
274877907100|6740
274877907100|6817
274877907100|6931
274877907100|6952
274877907100|6962
274877907100|7486
274877907100|7512
274877907100|7522
274877907100|7572
274877907100|8135
274877907100|8138
274877907100|8298
274877907100|8342
274877907100|9203
274877907100|9433
274877907100|10241
274877907100|11235
274877907100|11236
274877907100|11919
274877907100|12444
274877907100|12646
274877907100|12976
274877907100|13163
274877907100|13775
274877907100|14353
274877907100|15036
68719476895|6
68719476895|588
68719476895|1021
68719476895|1767
68719476895|1940
68719476895|1995
68719476895|2018
68719476895|5174
68719476895|6413
68719476895|7328
68719476895|9170
68719476895|11695
68719476895|12002
274877907104|143
274877907104|287
274877907104|776
274877907104|974
274877907104|1176
274877907104|1545
274877907104|1667
274877907104|1669
274877907104|1764
274877907104|1988
274877907104|1992
274877907104|2011
274877907104|2012
274877907104|2025
274877907104|2031
274877907104|2061
274877907104|2106
274877907104|2242
274877907104|2777
274877907104|2779
274877907104|2787
274877907104|2818
274877907104|2840
274877907104|2879
274877907104|2900
274877907104|2932
274877907104|2943
274877907104|2944
274877907104|3003
274877907104|3057
274877907104|3079
274877907104|6395
274877907104|6945
274877907104|7001
274877907104|8015
274877907104|8480
274877907104|10284
274877907104|11698
274877907104|12273
274877907104|15759
